@relation AIDS

@attribute Vehicle_id string
@attribute Name_vehicle string
@attribute Acceleration_vehicle numeric
@attribute Speed_vehicle numeric
@attribute Latitude_vehicle numeric
@attribute Longitude_vehicle numeric
@attribute Timestamp_vehicle  DATE "yyyy-MM-dd HH:mm:ss" 
@attribute Rsu_id string
@attribute class {Anomaly,Normal}

@data
590faee94aac826d37b9e7218a32e8cf,cb8c59ecc8b91c8e676aff1c86416cbb,2.0,11.8,520.05,59.6,"2020-03-25 19:35:22",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
d9addad63c457fbf03b96de292fbd33a,740a7756ff3b3edbece0f113e301a42e,0.0,0.0,1014.6,520.05,"2020-03-25 19:35:22",68c109c942d651a303cae6d5d4ccddbe,Anomaly
4330cf2408c8037438ee30a48e3dbf19,bed2b53cc2c4f28e59c9278e5c370ba0,2.0,7.8,529.95,1006.2,"2020-03-25 19:35:22",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
3347c1b2a2de15e577fb9f5016c03647,9b0442dd149979da73cc82f1c3b866dd,0.0,5.7,529.95,1018.55,"2020-03-25 19:35:22",68c109c942d651a303cae6d5d4ccddbe,Normal
09a53c8fda03669308539fcc0fea0e0b,c23ca6d8e93c44489bdac5dce50e4985,0.3,30.0,520.05,178.6,"2020-03-25 19:35:23",68c109c942d651a303cae6d5d4ccddbe,Normal
44ca5101e82622e6cea8b6cf9e40f174,9b0442dd149979da73cc82f1c3b866dd,3.0,8.7,529.95,1014.2,"2020-03-25 19:35:23",68c109c942d651a303cae6d5d4ccddbe,Normal
9bb0b8782721179a366869a683b721fa,bed2b53cc2c4f28e59c9278e5c370ba0,2.0,9.8,529.95,999.3,"2020-03-25 19:35:23",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
5390c3064610bb532452870bef6fbcef,d58f2662f276355efc85f7ebed595abc,0.0,0.0,36.0,529.95,"2020-03-25 19:35:23",68c109c942d651a303cae6d5d4ccddbe,Anomaly
1421b0a42cab4cb6966a62341c3b09f1,2c6d75a3a4ff57e7bbf7f8d506ecb47a,0.0,15.0,113.1,529.95,"2020-03-25 19:35:23",68c109c942d651a303cae6d5d4ccddbe,Anomaly
f66bfa655ad30c33a6b70bef425d385f,549b0bc9a39db5504436f224c687ef17,3.0,11.7,520.05,43.15,"2020-03-25 19:35:23",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
8588474f614affcfd057a5c73b2a5295,e2c99b3b84c252510b60dccc3dccb2a4,2.0,10.4,996.84,520.05,"2020-03-25 19:35:23",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
30d4681fcf7c09ba50e99ce5166c6282,740a7756ff3b3edbece0f113e301a42e,0.0,3.0,1014.6,520.05,"2020-03-25 19:35:23",68c109c942d651a303cae6d5d4ccddbe,Normal
c3aad467f4d5a33bc521fb336fab2377,cb8c59ecc8b91c8e676aff1c86416cbb,2.0,13.8,520.05,70.5,"2020-03-25 19:35:23",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
8fdd67658bc0625b763f1ed119ce25d2,cb8c59ecc8b91c8e676aff1c86416cbb,1.2,15.0,520.05,83.4,"2020-03-25 19:35:24",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
1a2e3e0936696c09bbdbd43d0bcf888,8a02e34af9552b8f7e80bd0fb80ca69b,0.0,0.0,520.05,5.82,"2020-03-25 19:35:24",68c109c942d651a303cae6d5d4ccddbe,Anomaly
f00ba203d103357f12182a6a6757a9f5,c23ca6d8e93c44489bdac5dce50e4985,0.0,30.0,520.05,208.6,"2020-03-25 19:35:24",68c109c942d651a303cae6d5d4ccddbe,Anomaly
ce581affedd49b7be61bb8e8b91d02f9,d58f2662f276355efc85f7ebed595abc,0.0,3.8,36.0,529.95,"2020-03-25 19:35:24",68c109c942d651a303cae6d5d4ccddbe,Normal
ad3b177e099a44278fb8964a9c7c58f0,740a7756ff3b3edbece0f113e301a42e,2.0,5.0,1012.5,520.05,"2020-03-25 19:35:24",68c109c942d651a303cae6d5d4ccddbe,Normal
332d4b0697dbeb28e16025c3ffc94ee4,9b0442dd149979da73cc82f1c3b866dd,3.0,11.7,529.95,1006.85,"2020-03-25 19:35:24",68c109c942d651a303cae6d5d4ccddbe,Normal
5d9a03cf5ecacacc7eb8e0b8cbb1e687,549b0bc9a39db5504436f224c687ef17,2.1181011,13.818101,520.05,53.5,"2020-03-25 19:35:24",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
c44202af5d345a2537deb0c469027eb0,2c6d75a3a4ff57e7bbf7f8d506ecb47a,0.0,15.0,128.1,529.95,"2020-03-25 19:35:24",68c109c942d651a303cae6d5d4ccddbe,Anomaly
76b5d1fa2daaf3740ea8dde828c995ea,e2c99b3b84c252510b60dccc3dccb2a4,2.0,12.4,987.34,520.05,"2020-03-25 19:35:24",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
fe42f787a7c00e0c42e3f1d8b824d236,bed2b53cc2c4f28e59c9278e5c370ba0,2.0,11.8,529.95,990.4,"2020-03-25 19:35:24",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
5b5376d4965e522b1b0ad9f11ad06f3d,9b0442dd149979da73cc82f1c3b866dd,2.1181011,13.818101,529.95,996.5,"2020-03-25 19:35:25",68c109c942d651a303cae6d5d4ccddbe,Normal
9605a0b550d21e30263efedaad3df9be,d58f2662f276355efc85f7ebed595abc,2.0,5.8,38.9,529.95,"2020-03-25 19:35:25",68c109c942d651a303cae6d5d4ccddbe,Normal
dc145f10ee94e508c1bc08e08c96ceb3,549b0bc9a39db5504436f224c687ef17,0.24434961,14.06245,520.05,66.66025,"2020-03-25 19:35:25",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
04a7b09236f420c0185904a71c693c85,e2c99b3b84c252510b60dccc3dccb2a4,2.0,14.4,975.84,520.05,"2020-03-25 19:35:25",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
699b6c8da753a9b5dd99cff4df91b633,2c6d75a3a4ff57e7bbf7f8d506ecb47a,0.0,15.0,143.1,529.95,"2020-03-25 19:35:25",68c109c942d651a303cae6d5d4ccddbe,Anomaly
bcf50158a7781e772cb14d662d651447,8a02e34af9552b8f7e80bd0fb80ca69b,0.0,3.6,520.05,5.82,"2020-03-25 19:35:25",68c109c942d651a303cae6d5d4ccddbe,Normal
a1588531db4853844f14f847218873fe,bed2b53cc2c4f28e59c9278e5c370ba0,2.0,13.8,529.95,979.5,"2020-03-25 19:35:25",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
8d5aa46f74328c0933671ad8d1be263a,c23ca6d8e93c44489bdac5dce50e4985,0.0,30.0,520.05,238.6,"2020-03-25 19:35:25",68c109c942d651a303cae6d5d4ccddbe,Anomaly
fcfe3e1ee5cd72274ef602a5f39bb07e,740a7756ff3b3edbece0f113e301a42e,2.0,7.0,1008.4,520.05,"2020-03-25 19:35:25",68c109c942d651a303cae6d5d4ccddbe,Normal
1a2e3e0936696c09bbdbd43d0bcf889,d963f6d2f769e006f5a74e0af677b949,0.0,0.0,523.35,30.19,"2020-03-25 19:35:25",68c109c942d651a303cae6d5d4ccddbe,Anomaly
62b8fa3785b123b462b3866bd5fd6273,cb8c59ecc8b91c8e676aff1c86416cbb,0.0,15.0,520.05,98.1,"2020-03-25 19:35:25",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
44194b56ab649623c808525b42de895d,549b0bc9a39db5504436f224c687ef17,0.19099446,14.253446,520.05,80.617966,"2020-03-25 19:35:26",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
99ba23d72c8ffcc4f616eae624afec70,e2c99b3b84c252510b60dccc3dccb2a4,0.6,15.0,962.34,520.05,"2020-03-25 19:35:26",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
50d66e5918e5e16414b2662ec629f32e,740a7756ff3b3edbece0f113e301a42e,2.0,9.0,1002.3,520.05,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Normal
36eb6aacfb6e587a38b2cae9bdd9c3ae,8a02e34af9552b8f7e80bd0fb80ca69b,2.0,5.6,520.05,38.52,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Normal
bcf50158a7781e772cb14d662d651447,d963f6d2f769e006f5a74e0af677b949,0.0,3.6,523.35,30.19,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Normal
c90729cc4913dff11ae5ee3125b24583,c23ca6d8e93c44489bdac5dce50e4985,0.0,30.0,520.05,268.6,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Anomaly
35ef602ad9392acf54d5547714db13b3,cb8c59ecc8b91c8e676aff1c86416cbb,0.0,15.0,520.05,113.1,"2020-03-25 19:35:26",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
ad745a759783e95a6397e9309456db1c,bed2b53cc2c4f28e59c9278e5c370ba0,1.2,15.0,529.95,966.6,"2020-03-25 19:35:26",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
60dd4aeb2aedc68f7fc1276affe6f70e,9b0442dd149979da73cc82f1c3b866dd,0.24434961,14.06245,529.95,983.3397,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Normal
561911dee801c1d1eee10df727d577b1,29a11ba7b6b462fe71938e4416d6b898,0.0,0.0,31.45,529.95,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Anomaly
bab204f4c7681652772d4d48d815e770,2c6d75a3a4ff57e7bbf7f8d506ecb47a,0.0,15.0,158.1,529.95,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Anomaly
df2987d0b02099c1d161460f783fd788,d58f2662f276355efc85f7ebed595abc,2.0,7.8,43.8,529.95,"2020-03-25 19:35:26",68c109c942d651a303cae6d5d4ccddbe,Normal
c19e7b2a3158f7854c6ebd9d93b428f5,549b0bc9a39db5504436f224c687ef17,0.15208569,14.405531,520.05,94.78905,"2020-03-25 19:35:27",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
5afaf7dadc52bb8a14e022eb8c6139b5,740a7756ff3b3edbece0f113e301a42e,2.0,11.0,994.2,523.35,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Normal
12d8e3d30519e193ff1cf83990ef6c38,c23ca6d8e93c44489bdac5dce50e4985,0.0,30.0,520.05,298.6,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Anomaly
20301eff76f91206df00c6ca33608eac,bed2b53cc2c4f28e59c9278e5c370ba0,0.0,15.0,529.95,951.9,"2020-03-25 19:35:27",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
b268cd5ff87de5787f11765997e789d8,50797624e7d171a6ae7cdae11ca1e150,0.0,0.0,30.19,529.95,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Anomaly
2d41feae5176b63f4370b0c43764b192,9b0442dd149979da73cc82f1c3b866dd,0.19099446,14.253446,529.95,969.382,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Normal
36eb6aacfb6e587a38b2cae9bdd9c3ae,d963f6d2f769e006f5a74e0af677b949,3.0,6.6,523.35,32.44,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Normal
c29acb22ffee4fa14354365fd4f406a1,29a11ba7b6b462fe71938e4416d6b898,0.0,5.7,31.45,529.95,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Normal
5d3c0ae0fc671933e0cda28703a7eddc,d58f2662f276355efc85f7ebed595abc,2.0,9.8,50.7,529.95,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Normal
439a9787e95e4e13f704ddc8aeb8bb8c,e2c99b3b84c252510b60dccc3dccb2a4,0.0,15.0,947.4,520.05,"2020-03-25 19:35:27",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
6d68655a5039fdb585726cd758969d1f,cb8c59ecc8b91c8e676aff1c86416cbb,0.0,15.0,520.05,128.1,"2020-03-25 19:35:27",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
a38e4faf13d843e870737e47cbd84e1e,8a02e34af9552b8f7e80bd0fb80ca69b,2.0,7.6,520.05,43.22,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Normal
27faa976e188bc458d04d09055cc2dfb,2c6d75a3a4ff57e7bbf7f8d506ecb47a,0.0,15.0,173.1,529.95,"2020-03-25 19:35:27",68c109c942d651a303cae6d5d4ccddbe,Anomaly
9329c95fb26f55edaff657fb6215270d,29a11ba7b6b462fe71938e4416d6b898,3.0,8.7,35.8,526.65,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Normal
6dc16ffd24ab07e07e752120e6047dbf,50797624e7d171a6ae7cdae11ca1e150,0.0,3.6,30.19,529.95,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Normal
0e4df99aaac6c95bc1ccba80f0bef2e2,bed2b53cc2c4f28e59c9278e5c370ba0,0.0,15.0,529.95,936.9,"2020-03-25 19:35:28",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
57b0ebd47d279678b5662df14c99bb47,cb8c59ecc8b91c8e676aff1c86416cbb,0.0,15.0,520.05,143.1,"2020-03-25 19:35:28",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
84a48752ddabf233144bf2322ffb68eb,d58f2662f276355efc85f7ebed595abc,2.0,11.8,59.6,529.95,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Normal
c96922263973adf219631136801e1f40,8a02e34af9552b8f7e80bd0fb80ca69b,2.0,9.6,520.05,49.92,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Normal
e27dcde3ff49b12ba5698cc10d37f287,9b0442dd149979da73cc82f1c3b866dd,0.15208569,14.405531,529.95,955.21094,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Normal
ccf86aa79abb937d5e7b89581fdbb4d4,740a7756ff3b3edbece0f113e301a42e,2.0,13.0,984.1,523.35,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Normal
65daa8918001967073f501729f311393,b7aa64f8bd7da370de62fcce1d84b767,0.0,0.0,1018.55,520.05,"2020-03-25 19:35:28",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
b6bee6a53b3d1e0d588651c9c5f2fba3,549b0bc9a39db5504436f224c687ef17,0.12052643,14.526057,520.05,109.129,"2020-03-25 19:35:28",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
b9eb9f28c28ae00f236cd4ef4f92d721,2c6d75a3a4ff57e7bbf7f8d506ecb47a,0.0,15.0,188.1,526.65,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Anomaly
a38e4faf13d843e870737e47cbd84e1e,d963f6d2f769e006f5a74e0af677b949,3.0,9.6,523.35,37.69,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Normal
e4b606986e09b25e81506df3bcdb2fad,e2c99b3b84c252510b60dccc3dccb2a4,0.0,15.0,932.4,520.05,"2020-03-25 19:35:28",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
649cdd1fc1b1819cca2a2f3a82e2a3e2,c23ca6d8e93c44489bdac5dce50e4985,0.0,30.0,520.05,328.6,"2020-03-25 19:35:28",68c109c942d651a303cae6d5d4ccddbe,Anomaly
61c0d0cfc9b8d846615c7f9786f38cb2,9b0442dd149979da73cc82f1c3b866dd,0.12052643,14.526057,529.95,940.87103,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Normal
5daf78acb376cf772d3e7fefaa6ffbac,93034fc51a42211b9aca9e3086548952,0.0,0.0,520.05,31.45,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Anomaly
aa8f5d590f882dca8ca489bb15a806a1,c23ca6d8e93c44489bdac5dce50e4985,-1.7337444,28.266256,520.05,358.6,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Anomaly
2dcb95a6f85b4119d15c693f7c108977,549b0bc9a39db5504436f224c687ef17,0.09463031,14.6206875,520.05,123.6033,"2020-03-25 19:35:29",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
919e55223a7073fdd21d708d7dc16747,d58f2662f276355efc85f7ebed595abc,2.0,13.8,70.5,529.95,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Normal
cd12d63af0b0d64df45521e5a31538de,2c6d75a3a4ff57e7bbf7f8d506ecb47a,0.0,15.0,203.1,526.65,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Anomaly
00e9eb349ab30d358a986f15daf7a363,740a7756ff3b3edbece0f113e301a42e,2.0,15.0,972.0,523.35,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Normal
ea2c845db53857e7924f7351d32ac6b7,bed2b53cc2c4f28e59c9278e5c370ba0,0.0,15.0,529.95,921.9,"2020-03-25 19:35:29",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
c96922263973adf219631136801e1f40,d963f6d2f769e006f5a74e0af677b949,3.0,12.6,523.35,45.94,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Normal
06e20d390de299eebba8d9559218e661,b7aa64f8bd7da370de62fcce1d84b767,0.0,5.7,1018.55,520.05,"2020-03-25 19:35:29",c91f4ce0fcbb0a20cbdb66a7842495de,Normal
ebc717613322acddc8e85fb00e891e15,8a02e34af9552b8f7e80bd0fb80ca69b,2.0,11.6,520.05,58.62,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Normal
bf339cccc7e8b77ad29a4c0f2c609dda,50797624e7d171a6ae7cdae11ca1e150,3.0,6.6,32.44,529.95,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Normal
8d6273d1bc4bf9d196062b0574235b94,cb8c59ecc8b91c8e676aff1c86416cbb,0.0,15.0,520.05,158.1,"2020-03-25 19:35:29",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
dbfe7abf8b1dd6b0d303704c016e5ff7,29a11ba7b6b462fe71938e4416d6b898,3.0,11.7,43.15,526.65,"2020-03-25 19:35:29",68c109c942d651a303cae6d5d4ccddbe,Normal
d98c589054ebfcd21390458b5696d21d,e2c99b3b84c252510b60dccc3dccb2a4,0.0,15.0,917.4,520.05,"2020-03-25 19:35:29",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
21f231fd137e39a0aea03258d0f372c3,93034fc51a42211b9aca9e3086548952,0.0,5.7,520.05,31.45,"2020-03-25 19:35:30",68c109c942d651a303cae6d5d4ccddbe,Normal
663649e48c7c054c2759f2ecafc09414,8a02e34af9552b8f7e80bd0fb80ca69b,2.0,13.6,520.05,69.32,"2020-03-25 19:35:30",68c109c942d651a303cae6d5d4ccddbe,Normal
2e799e7765effe4df22e3ad824021c6f,29a11ba7b6b462fe71938e4416d6b898,3.0,14.7,53.5,526.65,"2020-03-25 19:35:30",68c109c942d651a303cae6d5d4ccddbe,Normal
7123dabda982950dd3b65d889f7f4d0f,6829401c763a708809416b82f7196d0b,0.0,0.0,526.65,1018.55,"2020-03-25 19:35:30",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
40534874a1c47b62ad7c37bf19d9b867,cb8c59ecc8b91c8e676aff1c86416cbb,0.0,15.0,520.05,173.1,"2020-03-25 19:35:30",c91f4ce0fcbb0a20cbdb66a7842495de,Anomaly
